CustomerID,Recency,Frequency,Monetary,TotalItems,UniqueProducts,AvgOrderValue,PC1,PC2,Cluster
12409,79,3,162.63,145,7,54.21,-1.602232496992322,-0.9344051414510596,2
12410,309,1,234.63,153,13,234.63,-1.3230715780740934,1.3953383743054353,2
12412,75,3,820.5,626,38,273.5,0.8463539819309042,0.6837158613902599,3
12413,67,3,545.2,268,23,181.73333333333332,0.0464306386880322,0.1822715114086572,3
12414,217,3,174.45000000000002,117,9,58.150000000000006,-1.7549214469667331,-0.4474313670675835,2
12415,37,8,469.6,298,69,58.7,0.5950110084739586,-1.4684329865089638,3
12417,3,9,2092.35,1246,123,232.4833333333333,3.026236501233257,-1.1480717680818695,0
12418,113,1,314.21,310,23,314.21,-0.4025426718141066,1.3257204269121727,2
12420,64,1,340.7,174,19,340.7,-0.4971362079107804,1.1059882105098702,2
12421,16,4,607.57,429,30,151.8925,0.720400081836806,-0.6464143172998499,3
12422,96,3,645.3100000000001,364,37,215.10333333333332,0.3963806157542257,0.5399586289911603,3
12423,1,8,1449.69,1267,90,181.21125,2.7574165951785536,-1.6113598020673805,0
12424,163,2,233.92,124,15,116.96,-1.2556407899993614,0.2695466944695833,2
12425,78,1,467.34,300,29,467.34,0.0689999287543688,1.5353720298263,2
12426,195,1,446.08,247,25,446.08,-0.2944739829443191,1.8496081429904887,2
12427,22,3,382.66,188,20,127.55333333333334,-0.1768171285217329,-0.6135707821694653,1
12428,26,8,3768.98,2669,208,471.1225,3.54561876825171,0.43411818003617,0
12429,9,4,1049.34,738,54,262.335,1.6942302079514693,-0.3064834855839707,0
12430,43,1,129.0,104,8,129.0,-1.6823143732077177,-0.0064774928607823,2
12431,60,13,3032.51,1489,132,233.27,2.8600524471630218,-0.2121287865711638,0
12432,43,3,840.1800000000001,506,53,280.06,1.0379990218287778,0.4918299741281857,3
12433,1,7,4304.1,3444,151,614.8714285714286,4.172421878481452,-0.3590515886487218,0
12434,85,2,532.24,352,37,266.12,0.2572684937242806,0.8592079933099506,3
12436,100,1,207.16,166,10,207.16,-1.242666667634344,0.8003926609874308,2
12437,2,18,2544.42,1916,102,141.35666666666668,3.4148657810406227,-2.121502024596462,0
12438,14,2,1312.12,826,63,656.0600000000001,1.871089707712747,1.0152896330010326,3
12441,367,1,155.55,120,10,155.55,-1.86866684715271,1.0730691672701038,2
12442,3,1,144.06,181,11,144.06,-0.7552945935717775,-0.8528801213403024,1
12444,21,5,2119.61,929,108,423.922,2.449107502792556,0.3981289819969109,0
12445,22,1,77.4,60,3,77.4,-2.4625067830927465,-0.8295862503263187,1
12446,58,1,734.36,326,45,734.36,0.6915814363996253,1.8510589525443808,3
12447,243,1,379.79,181,22,379.79,-0.6309904553438457,1.7700489249293876,2
12448,44,1,283.95,237,19,283.95,-0.4488826095257933,0.8139539175267152,1
12449,22,4,2573.64,1378,104,643.41,2.706618932563201,0.9225476633257856,3
12450,156,2,131.88,88,7,65.94,-2.096909824908113,-0.3289522887229789,2
12451,11,5,4307.89,3422,206,861.5780000000001,3.872855923281221,0.9054498392600888,0
12452,17,1,287.67,175,19,287.67,-0.3473442753549077,0.4216532466060323,1
12453,134,1,707.09,473,43,707.09,0.5971976734403279,2.185044586985594,2
12455,73,5,932.86,668,59,186.572,1.1759904695237318,0.1172085632929998,3
12456,44,3,1465.24,1090,85,488.41333333333336,1.937274445844799,1.0775287837058196,3
12457,86,2,840.13,459,40,420.065,0.7420741142908317,1.2845394697553238,3
12458,71,2,565.58,334,29,282.79,0.2306074153395096,0.8119549712857165,3
12461,155,1,419.08,256,29,419.08,-0.2236060780648173,1.715466589605196,2
12462,19,2,657.8,406,38,328.9,0.8063237081198644,0.4435768394453092,1
12463,53,4,1155.38,764,62,288.845,1.4677089338334897,0.498472438862977,3
12464,150,4,76.5,30,1,19.125,-3.428801969111236,-1.9262667367667143,2
12465,17,2,621.49,425,43,310.745,0.8493625442791367,0.3644195299468769,1
12468,188,2,505.19,297,31,252.595,-0.0867172536866071,1.1167449588123275,2
12471,2,26,5742.55,3792,128,220.8673076923077,4.449268402403952,-1.9073788047479117,0
12472,32,7,4543.17,3494,202,649.0242857142857,3.721970003082643,0.8903623369243434,0
12473,54,3,2143.05,1767,121,714.35,2.5093496677296607,1.5561511838499074,3
12474,17,17,5894.89,4232,234,346.75823529411764,4.295878437263306,-0.4279174608555319,0
12475,54,1,483.34,288,29,483.34,0.1601992942577192,1.410241950196404,1
12476,16,10,2862.79,1607,134,286.279,3.0955263410975795,-0.4009542265163687,0
12477,23,6,3325.9,1476,129,554.3166666666667,3.039660427993646,0.6113522259241247,0
12478,4,1,479.59,225,32,479.59,0.6283790385662322,0.3917275586900956,1
12479,11,1,426.35,377,28,426.35,0.4784588983368422,0.6778446827000177,1
12480,28,4,2178.14,1272,118,544.535,2.544835952664707,0.8811577606171138,3
12481,23,10,3000.2,2248,121,300.02,3.138263586097214,-0.2033619373976028,0
12483,17,7,1095.52,676,38,156.50285714285715,1.4741162362389877,-0.8588588849676637,0
12484,35,4,3336.98,1940,230,834.245,3.2536907383905183,1.4319971487258385,3
12488,10,3,700.64,376,36,233.54666666666665,0.939411599886384,-0.3011055786197864,1
12489,336,1,191.43,93,10,191.43,-1.7775069974669095,1.1992974195297186,2
12490,5,10,3575.13,2371,117,357.51300000000003,3.5866839102669017,-0.6316397114495732,0
12491,39,1,350.75,183,23,350.75,-0.2766151450115284,0.9481218562102616,1
12492,63,2,227.21,190,18,113.605,-0.8497337415241839,-0.106052890305383,2
12493,166,2,332.91,167,16,166.455,-0.8499670869907971,0.6071172729731275,2
12494,16,7,951.75,685,59,135.96428571428572,1.5528216862290525,-0.9633485349501596,0
12497,82,1,20.4,24,1,20.4,-4.373630284247755,-1.5449301404504772,2
12498,21,3,349.70000000000005,156,20,116.56666666666668,-0.3053664426718967,-0.722091133530975,1
12500,50,6,319.99,161,22,53.33166666666667,-0.4678523959579533,-1.4028870413627896,3
12501,337,1,1866.66,1618,138,1866.66,2.070700847896501,3.60128588211187,3
12502,96,5,1403.62,584,71,280.72400000000005,1.4638122395102016,0.5929629540508181,3
12504,30,1,60.0,48,2,60.0,-2.921381493547591,-0.964111226966426,1
12506,233,1,57.6,21,21,57.6,-2.889265002302357,-0.0183469177606736,2
12507,299,1,206.1,126,9,206.1,-1.6227655978941906,1.2252570420881013,2
12508,26,2,398.27,272,57,199.135,0.3581036261140019,0.1452797909388195,1
12509,284,1,25.5,30,3,25.5,-4.119100840879455,-0.7632602610379271,2
12510,143,2,467.65,271,26,233.825,-0.1892485412747847,0.914049510770222,3
12512,66,2,130.08,98,30,65.04,-1.3403137173254176,-0.5639847910620757,2
12513,113,1,520.04,456,33,520.04,0.2747541014372258,1.8207856780466567,2
12514,267,1,737.98,410,43,737.98,0.4290247785965643,2.50016948129517,2
12515,353,1,190.8,120,11,190.8,-1.6644365075080303,1.241681385209181,2
12516,78,2,104.08,106,7,52.04,-2.064751489634984,-0.8073508302762672,2
12517,28,4,2198.09,1346,221,549.5225,2.8221201859172216,0.9510289335841384,3
12518,1,5,1654.03,1254,80,330.806,2.7682718813205964,-0.8299366307965302,0
12519,64,1,252.84,176,15,252.84,-0.8178280596360264,0.8272128268284018,2
12520,79,5,2009.54,1379,112,401.908,2.2816786674592744,0.921824019171548,3
12521,143,1,457.43,281,33,457.43,-0.0530649713360762,1.7757183172607118,2
12522,39,2,152.72,92,9,76.36,-1.5770134844378092,-0.7521136926109689,1
12523,19,11,1238.31,765,62,112.57363636363635,1.8354665131540184,-1.3190469905548277,0
12524,9,8,1484.01,1158,73,185.50125,2.3078569735595686,-0.942018310769882,0
12526,1,3,1074.46,614,58,358.15333333333336,2.0152897596332378,-0.5688648172996742,0
12527,82,3,195.91,181,14,65.30333333333333,-1.1328745708791268,-0.6863691669901765,2
12528,9,6,983.03,661,36,163.83833333333334,1.4736152909625375,-0.9824982292482148,0
12530,60,4,843.4200000000001,466,41,210.855,0.8508980550107291,0.2065743530074348,3
12531,15,1,95.27,44,16,95.27,-1.751590655663592,-0.6876094830468367,1
12532,30,1,252.33,137,13,252.33,-0.8009508239492569,0.48654148070421,1
12534,131,1,828.73,630,55,828.73,0.9280734175274378,2.3548091825182373,3
12535,92,2,488.75,185,22,244.375,-0.2606823221389169,0.7293294795417355,3
12536,59,1,3511.05,2455,227,3511.05,3.299154164048044,3.50008593200406,3
12538,29,1,258.75,179,16,258.75,-0.5998086084783582,0.5300770470009801,1
12539,22,4,4017.4,1920,133,1004.35,3.277078887229586,1.3540686857596267,0
12540,20,17,6031.14,4646,229,354.7729411764706,4.305432379512539,-0.339418027543465,0
12541,30,3,721.38,629,42,240.46,0.9819143641719904,0.2058259604632829,3
12544,36,1,284.9,130,17,284.9,-0.6621940910855896,0.6860056972871202,1
12545,75,2,698.8,468,34,349.4,0.5697446428508369,1.0544949457695625,3
12546,47,2,969.58,528,55,484.79,1.1612439395623038,1.1980952174995931,3
12547,198,2,151.8,132,6,75.9,-1.946241473163656,-0.0950948360847841,2
12548,166,1,67.19999999999999,48,4,67.19999999999999,-2.997529986739362,-0.1137740155382497,2
12550,79,1,748.88,555,52,748.88,0.8896721467288424,2.043541580196776,3
12551,358,1,168.0,100,10,168.0,-1.8681719705828483,1.1174922602816102,2
12552,40,1,165.47,70,9,165.47,-1.57073305916117,0.1634279510039587,1
12553,8,10,2729.7000000000003,1563,87,272.97,3.01589897931942,-0.7504884808222603,0
12556,50,2,517.81,349,93,258.905,0.7094400920610175,0.7005296422159414,3
12558,8,1,145.16,136,9,145.16,-1.1030392287731297,-0.5421509597112737,1
12559,320,1,210.96,178,14,210.96,-1.3323899750460957,1.3340862483045917,2
12560,5,2,1482.36,943,79,741.18,2.305746564140593,0.7669198084684111,1
12561,303,1,207.05,173,14,207.05,-1.345500561857243,1.2932359410403214,2
12562,8,7,2473.2200000000003,1395,88,353.31714285714287,2.8623900099498365,-0.3191184224775283,0
12564,261,1,336.15000000000003,125,17,336.15000000000003,-0.9745790462819832,1.6470214213869867,2
12565,289,1,145.92000000000002,80,9,145.92000000000002,-2.050564428180289,0.8829078844543439,2
12566,86,1,222.13,208,14,222.13,-0.949401548605938,0.8419478509911751,2
12567,23,10,6536.83,3770,283,653.683,4.2802485403834725,0.5856283647164798,0
12569,2,28,2345.09,1493,80,83.7532142857143,3.229434125648364,-2.898104327501292,0
12571,40,2,489.37,451,29,244.685,0.3483479654681145,0.4701120443458292,3
12572,9,2,650.87,391,45,325.435,1.0022756071115415,0.1569646307182646,1
12573,227,1,150.59,83,25,150.59,-1.5774450525659658,0.9010181630805212,2
12574,316,1,162.55,57,9,162.55,-2.106314614315948,0.9917090657625952,2
12576,36,5,1225.31,915,67,245.062,1.7074453352240584,0.0953116595838644,3
12577,35,3,570.65,463,133,190.21666666666667,1.107950551404696,0.1516155108262373,3
12578,21,2,1904.86,1063,97,952.43,2.34421545561532,1.556019805048765,3
12579,78,1,329.12,276,24,329.12,-0.311236465748228,1.208544832180187,2
12580,247,1,379.7,236,23,379.7,-0.5218848974715791,1.7978767949114234,2
12581,40,1,169.76,159,13,169.76,-1.1210613528100395,0.2700706994227402,1
12582,239,2,313.92,200,18,156.96,-0.866153038742513,0.7303389610533709,2
12583,3,15,2556.08,2052,90,170.40533333333332,3.305435937458328,-1.730259995084242,0
12584,4,8,794.6,224,23,99.325,0.9214002313636226,-1.984543227688341,0
12585,234,2,1173.35,950,68,586.675,1.2605212009818072,2.087066460505984,3
12586,17,1,186.54,78,10,186.54,-1.2190344475303128,-0.0618574635584705,1
12587,8,1,20.8,10,1,20.8,-4.170084275751142,-2.513174646501368,1
12588,39,1,79.65,43,5,79.65,-2.517616420711541,-0.556573437110287,2
12589,29,2,417.28,288,22,208.64,0.0223027195894048,0.1471082772569464,1
12591,317,1,323.1,220,22,323.1,-0.7462965785005466,1.753417896266799,2
12592,92,2,350.6,228,9,175.3,-0.7808192751676991,0.3773240938505386,3
12593,109,3,342.6,194,12,114.2,-0.7874633947364302,-0.0961759279041818,3
12594,47,7,1865.22,1020,41,266.46,1.858383827169093,0.0468038764830904,3
12596,51,2,288.27,234,17,144.135,-0.5631613341548151,0.0210428684167051,1
12597,19,4,2499.07,1701,148,624.7675,2.9304126398224724,0.8848879552093949,3
12598,10,7,1739.01,1183,67,248.43,2.3724199669560058,-0.5764979986348663,0
12599,29,7,719.38,804,30,102.76857142857143,1.0014293960038732,-1.0183347723672058,3
12600,29,9,603.9200000000001,398,27,67.10222222222222,0.5958228522368915,-1.5902995175485994,0
12601,190,5,371.51,203,19,74.30199999999999,-0.6280549293234561,-0.4604567099728787,3
12602,59,1,129.22,160,11,129.22,-1.4786818865562013,0.1797274827038971,2
12604,79,2,236.18,200,14,118.09,-0.9442397034184388,0.0020989273269226,2
12607,60,1,1450.66,1177,95,1450.66,1.982686296350961,2.6093349192198843,3
12609,78,3,846.11,533,49,282.0366666666667,0.9033437193120756,0.7393215891355532,3
12610,23,4,1400.44,968,70,350.11,1.931134965792822,0.3522498240966984,3
12611,52,1,884.92,608,58,884.92,1.18794899522806,2.0320974023602854,3
12612,74,1,220.8,128,9,220.8,-1.258997740027535,0.705168489923192,2
12613,57,4,2554.2000000000003,1360,114,638.5500000000001,2.5295850155211874,1.3111070252835704,3
12614,278,1,218.15,65,14,218.15,-1.6372977561611817,1.23920853016037,2
12615,2,4,1389.83,913,71,347.4575,2.365157582757205,-0.5280407695034752,0
12616,95,2,386.8,250,20,193.4,-0.380005873115586,0.5510073595454648,3
12617,29,1,335.63,211,37,335.63,-0.013069847616543,0.8415473407460059,1
12618,22,1,121.41,93,9,121.41,-1.585830182281435,-0.3279851412141955,1
12619,16,8,681.02,708,32,85.1275,1.0757546423463074,-1.500025098749049,0
12620,15,3,1100.14,838,78,366.71333333333337,1.807864656760438,0.3703749622894773,3
12621,2,18,6051.06,4151,226,336.17,4.696258996656378,-1.2465368805271138,0
12622,232,1,123.85,65,8,123.85,-2.248071726850671,0.6263472425852978,2
12623,276,1,230.1,169,16,230.1,-1.2002130085838647,1.3558856061003557,2
12624,106,2,492.78,342,30,246.39,0.0566251705612894,0.8630533136899042,3
12625,212,2,1037.32,1103,57,518.66,1.169190104113142,1.932353339368752,3
12626,23,9,3931.71,2627,205,436.8566666666667,3.606201939885165,0.2460294734266437,0
12627,11,6,3314.0,2079,148,552.3333333333334,3.36753797542104,0.3529483678658442,0
12628,4,3,665.46,403,32,221.82,1.0507912622144564,-0.6822483395262566,1
12630,10,2,905.08,530,53,452.54,1.4164306208141455,0.5179169819114855,1
12631,57,1,396.0,222,25,396.0,-0.160350067925065,1.2291371838934533,1
12633,59,4,1338.34,787,63,334.58500000000004,1.5779114995912429,0.6735634668455044,3
12635,90,2,1357.69,1001,86,678.845,1.6956167970718743,1.841465831741874,3
12637,67,8,4334.78,2555,182,541.8475,3.38491650907683,0.927325058381114,0
12638,33,1,498.25,541,37,498.25,0.6124219502890151,1.2982797451683974,1
12639,239,1,325.3,194,18,325.3,-0.8011596502779279,1.6153829365173038,2
12640,25,2,549.77,239,34,274.885,0.3720666339774765,0.3532599530992481,1
12641,115,1,128.9,69,8,128.9,-2.0424771479014967,0.37250233056075,2
12642,25,3,558.25,385,34,186.08333333333331,0.5578201067329848,-0.1411950133577983,3
12643,221,1,12.08,26,2,12.08,-4.789076105812759,-1.5182812187830048,2
12644,130,1,417.12,284,27,417.12,-0.1791259657418901,1.638531040908358,2
12645,34,4,1044.78,744,51,261.195,1.3967697492508984,0.2098716615750095,3
12646,5,2,675.44,406,32,337.72,1.0241975620388128,-0.0534707751019271,1
12647,22,11,1338.61,741,60,121.69181818181818,1.8417960070539936,-1.198338929058233,0
12648,155,1,255.3,154,19,255.3,-0.960874063257146,1.2145638859129029,2
12649,107,3,349.55,219,19,116.51666666666668,-0.5514368103995143,-0.0384008584780314,3
12650,3,1,147.64,226,18,147.64,-0.4718815292693744,-0.7742986896336435,1
12651,335,1,114.0,78,9,114.0,-2.2859872754254167,0.7297797703459062,2
12652,331,1,685.48,468,43,685.48,0.371615094597651,2.534374619329493,2
12653,149,2,532.7,418,24,266.35,0.0306784880304991,1.065086548809141,3
12654,11,5,499.33,257,28,99.866,0.4448894012484684,-1.3152312316868693,3
12656,17,5,1647.45,841,61,329.49,2.031845918844006,0.0360888782340749,0
12657,11,3,523.4,271,22,174.46666666666667,0.3812952018395173,-0.5830155576605461,1
12658,19,1,495.8,282,28,495.8,0.380804234282625,1.0039999849557355,1
12659,30,1,45.6,32,3,45.6,-3.163054710641563,-1.1973894004388,1
12660,11,1,203.7,90,11,203.7,-0.9746758929889032,-0.1381669714612698,1
12662,1,11,3247.83,1934,122,295.2572727272727,3.705641123852148,-1.3259405359348766,0
12664,87,3,108.0,72,6,36.0,-2.247521235986976,-1.300948591920304,2
12665,325,1,45.0,36,2,45.0,-3.7625099319849302,-0.2423241710058254,2
12667,58,1,410.23,385,29,410.23,0.1201857658719488,1.3161490548445824,1
12668,12,4,2223.8,1270,98,555.95,2.6628501845910297,0.5457446869218995,0
12669,151,2,1319.92,1057,89,659.96,1.5941778271689446,2.038596475174661,3
12670,10,5,1214.17,699,39,242.834,1.6560564714999542,-0.4879426398103558,0
12672,330,1,118.05,55,7,118.05,-2.46945524927778,0.7102987453790611,2
12673,5,2,420.62,279,34,210.31,0.5378115666783874,-0.4830964174981264,1
12674,39,4,1181.9,752,43,295.475,1.4020123344528792,0.3578608592579899,3
12676,25,6,749.39,556,30,124.89833333333333,0.9166300948744616,-0.8446368883396332,3
12678,43,6,439.19,362,27,73.19833333333334,0.1845223688428838,-1.1221701544809068,3
12679,284,1,639.86,320,38,639.86,0.1647037787040501,2.374546070318373,2
12680,1,4,736.97,399,29,184.2425,1.3023653403588549,-1.38368844972371,0
12681,15,21,7774.2,5213,232,370.2,4.642710754766171,-0.5433810438146741,0
12682,4,30,7179.77,4067,189,239.32566666666668,4.715909236497915,-1.6766477558344075,0
12683,4,14,4632.81,3645,163,330.915,4.161557736384174,-0.9253575051801342,0
12684,8,6,1332.39,1283,57,222.06500000000003,2.1572073205458504,-0.6780265681095969,0
12685,28,6,2237.25,1362,110,372.875,2.5920635722739096,0.3262824090801465,0
12686,372,1,71.14,106,6,71.14,-2.7110236437193023,0.3542084208630474,2
12688,114,1,1974.8,1544,114,1974.8,2.258696860001475,3.1778310040668507,3
12689,26,2,937.65,562,53,468.825,1.2688760999703192,0.9286335862454554,3
12690,206,1,265.11,97,13,265.11,-1.3022142890627275,1.3024913959125173,2
12691,58,4,402.8,192,19,100.7,-0.342361069950099,-0.5733607231396398,3
12693,127,4,476.51,219,28,119.1275,-0.1834591016707942,-0.0606174650403739,3
12694,70,2,400.82,382,25,200.41,-0.0469727115080501,0.5030116600721396,3
12695,7,4,232.16,138,15,58.04,-0.5459008569434166,-1.9263871029619213,1
12697,29,3,602.46,384,34,200.82,0.5856996567313822,-0.0154085421486205,3
12700,8,4,3561.64,2419,173,890.41,3.5756716650255207,0.8957800770205554,0
12701,80,2,652.45,632,44,326.225,0.7109286682931899,1.0646960134292138,3
12702,20,1,201.0,52,11,201.0,-1.303985236098863,0.0494250064249875,1
12703,71,1,265.55,163,20,265.55,-0.7203741030060666,0.933007174559457,2
12704,7,7,1013.82,573,49,144.83142857142855,1.6301837078861596,-1.2531965278294237,0
12705,15,8,4408.34,3159,193,551.0425,3.8156240644706334,0.3550663673806885,0
12707,292,1,375.82,232,28,375.82,-0.496975414002163,1.875388585984316,2
12708,30,10,2064.86,1245,73,206.486,2.3724250860154554,-0.5053513914445135,0
12709,15,13,2240.45,1659,66,172.34230769230768,2.678893065566466,-1.0920366560734545,0
12710,97,3,909.82,798,69,303.2733333333333,1.1944059269290197,0.9503430040717968,3
12712,29,12,1513.23,589,41,126.1025,1.658731810202264,-1.1600525506707096,0
12713,1,1,628.5,478,34,628.5,1.339157818448986,0.2972980449059907,1
12714,9,5,3494.55,2717,195,698.9100000000001,3.6416003999161775,0.6270248217830933,0
12715,106,1,273.86,195,19,273.86,-0.7376986263192344,1.132778967984847,2
12716,4,2,912.91,627,55,456.455,1.671450652826832,0.209429179486198,1
12717,151,2,774.03,499,46,387.015,0.6399241466612424,1.4653620219925405,3
12718,71,1,182.35,199,17,182.35,-1.0065206887576037,0.6059413935080546,2
12719,5,2,498.55,363,30,249.275,0.718681503393376,-0.3299959811838042,1
12720,3,25,4297.2300000000005,3663,194,171.88920000000002,4.304079814583326,-1.9421050176981145,0
12721,32,6,2061.39,1730,118,343.565,2.6135800996388574,0.3314661997978408,3
12722,115,2,666.7,506,43,333.35,0.5597728550355145,1.217310623006976,3
12723,4,4,519.13,365,48,129.7825,0.9892271673425878,-1.2628564047777424,1
12724,5,4,834.01,419,44,208.5025,1.339316386277286,-0.7752188583092003,0
12725,371,1,371.8,162,23,371.8,-0.7631782632814034,1.925051509816188,2
12726,28,7,1411.5,1380,46,201.64285714285717,1.9031290536062364,-0.3756665673045102,0
12727,11,7,1717.7,1336,88,245.3857142857143,2.495422604515254,-0.5176524544664937,0
12728,71,4,525.73,329,29,131.4325,0.1808136365961445,-0.1871090990165972,3
12729,114,1,360.71,225,22,360.71,-0.4283160407232629,1.42430488192649,2
12731,24,10,2418.33,1539,52,241.833,2.487736730102704,-0.4758755951332474,0
12732,180,1,178.26000000000002,78,10,178.26000000000002,-1.7605663621147842,0.8658330864358602,2
12733,234,1,276.85,95,20,276.85,-1.1410103667808242,1.4297498577761931,2
12734,353,1,16.8,40,2,16.8,-4.495597425687074,-1.0273681434336506,2
12735,315,2,375.07,331,27,187.535,-0.4487340517775756,1.0686196140867252,2
12738,372,1,110.4,144,8,110.4,-2.155868794497547,0.7756841612698475,2
12739,99,1,456.6,371,30,456.6,0.088944585689986,1.6308331100917113,2
12740,64,1,344.8,296,24,344.8,-0.206428138835603,1.1717614674422094,2
12743,134,2,425.23,307,104,212.615,0.3384704234407437,0.9396221462128478,3
12744,56,4,1843.94,1252,92,460.985,2.160542685015268,0.9955114646532284,3
12747,2,11,1328.29,579,30,120.75363636363636,1.9217145918186,-2.137703092568974,0
12748,1,193,19543.81,14848,1596,101.26326424870469,7.333639836523223,-3.7662142102173695,0
12749,4,5,2571.41,1181,118,514.2819999999999,3.0487956208184017,-0.0309091441714308,0
12750,129,1,144.29999999999998,115,9,144.29999999999998,-1.7532118305575228,0.5605709964271681,2
12752,81,1,164.6,188,9,164.6,-1.37147307471874,0.5132023192508359,2
12753,136,4,106.08,72,5,26.52,-2.405057219738475,-1.5353696449941605,2
12754,277,2,61.62,49,49,30.81,-2.290614775864772,-0.6040920445092479,2
12755,281,1,7.6,2,2,7.6,-5.971092900474656,-1.926474984539846,2
12756,87,1,50.88,72,3,50.88,-3.018510932635983,-0.6150191437423959,2
12757,16,7,2900.15,1813,222,414.3071428571429,3.311686870741005,0.1885012040873655,0
12758,117,2,1032.03,855,53,516.015,1.1736301938749067,1.6571849886669472,3
12759,52,3,1279.09,850,74,426.3633333333333,1.648993725932552,0.9990705641467036,3
12762,8,2,901.07,633,53,450.535,1.521224540566224,0.4415682693406121,1
12763,369,1,260.08,180,15,260.08,-1.1685086567697358,1.581747836867347,2
12764,317,1,500.33,227,25,500.33,-0.3402818738300515,2.146530914847673,2
12766,4,7,4820.8,2986,182,688.6857142857143,4.083910664175962,0.1313756648479467,0
12769,239,1,317.34000000000003,158,16,317.34000000000003,-0.9393080521393384,1.5701686412209517,2
12772,60,1,615.3199999999999,538,45,615.3199999999999,0.7257099924436637,1.7439793643776105,3
12775,17,5,855.14,680,37,171.028,1.240711075253983,-0.591882309485529,3
12778,20,6,492.49,535,31,82.08166666666666,0.6315344379289152,-1.2956269539558034,3
