CustomerID,Recency,Frequency,Monetary,TotalItems,UniqueProducts,AvgOrderValue,PC1,PC2
12374,25,1,479.71,313,28,479.71,0.33494965821643496,1.0920536915456798
12375,11,2,200.10000000000002,102,10,100.05000000000001,-1.0257386585005854,-1.0083466968696804
12377,315,2,1157.52,834,63,578.76,1.1075671073377755,2.1838158682152256
12378,130,1,3188.62,1987,190,3188.62,2.9041675118044297,3.7130678185444115
12379,82,2,660.24,342,36,330.12,0.41426706264399055,1.0269081192563096
12380,22,4,1505.05,796,70,376.2625,1.926528347606862,0.3841895980126138
12381,5,5,1253.46,742,63,250.692,2.0237861332475005,-0.6664651757334237
12383,185,5,1069.04,985,70,213.808,1.289795152366681,0.6624362457759424
12384,29,2,286.32,107,17,143.16,-0.730115734504914,-0.26604038640249617
12386,367,1,144.3,82,6,144.3,-2.2454441876165494,0.9413212784602945
12388,16,6,1465.66,814,48,244.27666666666667,1.8607540454249842,-0.3743870374615356
12390,80,1,407.74,308,26,407.74,-0.07697758367328762,1.4192586481823657
12391,22,1,428.11,270,89,428.11,0.6716626795957827,1.0380648941272639
12393,72,4,1193.5,618,45,298.375,1.2245959451967223,0.6097207916843059
12394,217,1,331.18,178,19,331.18,-0.7764809653882271,1.5898475047206548
12395,19,12,1844.5700000000002,1191,75,153.71416666666667,2.396404400377285,-1.0574084393234153
12397,36,2,1720.01,1139,96,860.005,2.1704194543548407,1.6886273434103691
12398,46,1,1273.24,1299,80,1273.24,1.9042912538716938,2.377219508817648
12399,119,4,684.6,690,41,171.15,0.6800690397947309,0.3349617427536473
12401,303,1,32.85,7,2,32.85,-4.54597061378006,-0.6385268735514376
12402,323,1,195.6,92,10,195.6,-1.7557813545990157,1.2007751654899788
12403,50,1,9.9,2,1,9.9,-5.570874692649778,-2.474541905377405
12405,149,1,708.57,407,34,708.57,0.4297649700058257,2.1998289174722667
12406,22,2,1646.22,1158,69,823.11,2.115319666551825,1.4219330724344736
12407,50,5,932.01,814,46,186.402,1.2307365955949319,-0.04945402691149373
12408,33,5,1311.77,889,67,262.354,1.7694184750642743,0.11712570655089553
12409,79,3,162.63,145,7,54.21,-1.602232496992322,-0.9344051414510596
12410,309,1,234.63,153,13,234.63,-1.3230715780740934,1.3953383743054353
12412,75,3,820.5,626,38,273.5,0.8463539819309042,0.6837158613902599
12413,67,3,545.2,268,23,181.73333333333335,0.046430638688032225,0.1822715114086572
12414,217,3,174.45000000000002,117,9,58.150000000000006,-1.7549214469667331,-0.4474313670675835
12415,37,8,469.6,298,69,58.7,0.5950110084739586,-1.4684329865089638
12417,3,9,2092.35,1246,123,232.48333333333332,3.026236501233257,-1.1480717680818697
12418,113,1,314.21,310,23,314.21,-0.4025426718141066,1.3257204269121727
12420,64,1,340.7,174,19,340.7,-0.4971362079107804,1.1059882105098702
12421,16,4,607.57,429,30,151.8925,0.720400081836806,-0.6464143172998499
12422,96,3,645.3100000000001,364,37,215.10333333333335,0.3963806157542257,0.5399586289911603
12423,1,8,1449.69,1267,90,181.21125,2.7574165951785536,-1.6113598020673805
12424,163,2,233.92000000000002,124,15,116.96000000000001,-1.2556407899993614,0.2695466944695833
12425,78,1,467.34000000000003,300,29,467.34000000000003,0.06899992875436885,1.5353720298263
12426,195,1,446.08000000000004,247,25,446.08000000000004,-0.29447398294431915,1.8496081429904891
12427,22,3,382.66,188,20,127.55333333333334,-0.1768171285217329,-0.6135707821694653
12428,26,8,3768.98,2669,208,471.1225,3.54561876825171,0.43411818003617
12429,9,4,1049.34,738,54,262.335,1.6942302079514693,-0.30648348558397076
12430,43,1,129.0,104,8,129.0,-1.6823143732077175,-0.006477492860782304
12431,60,13,3032.51,1489,132,233.27,2.8600524471630218,-0.21212878657116385
12432,43,3,840.1800000000001,506,53,280.06,1.0379990218287778,0.49182997412818574
12433,1,7,4304.1,3444,151,614.8714285714286,4.172421878481452,-0.3590515886487218
12434,85,2,532.24,352,37,266.12,0.2572684937242806,0.8592079933099506
12436,100,1,207.16,166,10,207.16,-1.2426666676343439,0.8003926609874308
12437,2,18,2544.42,1916,102,141.35666666666668,3.4148657810406227,-2.121502024596462
12438,14,2,1312.1200000000001,826,63,656.0600000000001,1.871089707712747,1.0152896330010326
12441,367,1,155.55,120,10,155.55,-1.8686668471527101,1.0730691672701038
12442,3,1,144.06,181,11,144.06,-0.7552945935717775,-0.8528801213403024
12444,21,5,2119.61,929,108,423.922,2.4491075027925557,0.3981289819969109
12445,22,1,77.4,60,3,77.4,-2.4625067830927465,-0.8295862503263187
12446,58,1,734.36,326,45,734.36,0.6915814363996253,1.8510589525443806
12447,243,1,379.79,181,22,379.79,-0.6309904553438457,1.7700489249293876
12448,44,1,283.95,237,19,283.95,-0.4488826095257933,0.8139539175267152
12449,22,4,2573.64,1378,104,643.41,2.7066189325632015,0.9225476633257855
12450,156,2,131.88,88,7,65.94,-2.0969098249081135,-0.3289522887229789
12451,11,5,4307.89,3422,206,861.5780000000001,3.872855923281221,0.9054498392600888
12452,17,1,287.67,175,19,287.67,-0.3473442753549077,0.4216532466060323
12453,134,1,707.09,473,43,707.09,0.5971976734403279,2.185044586985594
12455,73,5,932.86,668,59,186.572,1.1759904695237318,0.1172085632929998
12456,44,3,1465.24,1090,85,488.41333333333336,1.937274445844799,1.0775287837058196
12457,86,2,840.13,459,40,420.065,0.7420741142908317,1.2845394697553238
12458,71,2,565.58,334,29,282.79,0.2306074153395096,0.8119549712857165
12461,155,1,419.08000000000004,256,29,419.08000000000004,-0.22360607806481733,1.715466589605196
12462,19,2,657.8,406,38,328.9,0.8063237081198644,0.4435768394453092
12463,53,4,1155.38,764,62,288.845,1.4677089338334897,0.498472438862977
12464,150,4,76.5,30,1,19.125,-3.4288019691112357,-1.9262667367667143
12465,17,2,621.49,425,43,310.745,0.8493625442791367,0.36441952994687693
12468,188,2,505.19,297,31,252.595,-0.08671725368660717,1.1167449588123277
12471,2,26,5742.55,3792,128,220.8673076923077,4.449268402403952,-1.9073788047479114
12472,32,7,4543.17,3494,202,649.0242857142857,3.721970003082643,0.8903623369243434
12473,54,3,2143.05,1767,121,714.35,2.5093496677296607,1.5561511838499074
12474,17,17,5894.89,4232,234,346.75823529411764,4.295878437263306,-0.4279174608555319
12475,54,1,483.34000000000003,288,29,483.34000000000003,0.16019929425771923,1.4102419501964039
12476,16,10,2862.79,1607,134,286.279,3.0955263410975795,-0.4009542265163687
12477,23,6,3325.9,1476,129,554.3166666666667,3.039660427993646,0.6113522259241247
12478,4,1,479.59000000000003,225,32,479.59000000000003,0.6283790385662322,0.3917275586900956
12479,11,1,426.35,377,28,426.35,0.4784588983368422,0.6778446827000177
12480,28,4,2178.14,1272,118,544.535,2.544835952664707,0.8811577606171138
12481,23,10,3000.2,2248,121,300.02,3.138263586097214,-0.20336193739760286
12483,17,7,1095.52,676,38,156.50285714285715,1.4741162362389877,-0.8588588849676637
12484,35,4,3336.98,1940,230,834.245,3.2536907383905183,1.4319971487258383
12488,10,3,700.64,376,36,233.54666666666665,0.9394115998863841,-0.30110557861978643
12489,336,1,191.43,93,10,191.43,-1.7775069974669095,1.1992974195297186
12490,5,10,3575.13,2371,117,357.51300000000003,3.5866839102669017,-0.6316397114495732
12491,39,1,350.75,183,23,350.75,-0.2766151450115284,0.9481218562102616
12492,63,2,227.21,190,18,113.605,-0.8497337415241839,-0.10605289030538304
12493,166,2,332.91,167,16,166.455,-0.8499670869907971,0.6071172729731275
12494,16,7,951.75,685,59,135.96428571428572,1.5528216862290523,-0.9633485349501596
12497,82,1,20.4,24,1,20.4,-4.373630284247755,-1.5449301404504772
12498,21,3,349.70000000000005,156,20,116.56666666666668,-0.3053664426718967,-0.722091133530975
12500,50,6,319.99,161,22,53.33166666666667,-0.46785239595795336,-1.4028870413627896
12501,337,1,1866.66,1618,138,1866.66,2.0707008478965014,3.60128588211187
12502,96,5,1403.6200000000001,584,71,280.72400000000005,1.4638122395102016,0.5929629540508181
12504,30,1,60.0,48,2,60.0,-2.921381493547591,-0.9641112269664261
12506,233,1,57.6,21,21,57.6,-2.889265002302357,-0.018346917760673608
12507,299,1,206.10000000000002,126,9,206.10000000000002,-1.6227655978941906,1.2252570420881013
12508,26,2,398.27,272,57,199.135,0.3581036261140019,0.14527979093881951
12509,284,1,25.5,30,3,25.5,-4.1191008408794545,-0.7632602610379271
12510,143,2,467.65000000000003,271,26,233.82500000000002,-0.18924854127478477,0.914049510770222
12512,66,2,130.08,98,30,65.04,-1.3403137173254176,-0.5639847910620757
12513,113,1,520.04,456,33,520.04,0.2747541014372258,1.8207856780466571
12514,267,1,737.98,410,43,737.98,0.4290247785965643,2.50016948129517
12515,353,1,190.8,120,11,190.8,-1.6644365075080303,1.241681385209181
12516,78,2,104.08,106,7,52.04,-2.064751489634984,-0.8073508302762672
12517,28,4,2198.09,1346,221,549.5225,2.8221201859172216,0.9510289335841384
12518,1,5,1654.03,1254,80,330.806,2.7682718813205964,-0.8299366307965302
12519,64,1,252.84,176,15,252.84,-0.8178280596360264,0.8272128268284018
12520,79,5,2009.54,1379,112,401.908,2.2816786674592744,0.9218240191715481
12521,143,1,457.43,281,33,457.43,-0.05306497133607628,1.7757183172607118
12522,39,2,152.72,92,9,76.36,-1.5770134844378092,-0.7521136926109689
12523,19,11,1238.31,765,62,112.57363636363635,1.8354665131540182,-1.3190469905548277
12524,9,8,1484.01,1158,73,185.50125,2.3078569735595686,-0.942018310769882
12526,1,3,1074.46,614,58,358.15333333333336,2.0152897596332378,-0.5688648172996742
12527,82,3,195.91,181,14,65.30333333333333,-1.1328745708791268,-0.6863691669901765
12528,9,6,983.03,661,36,163.83833333333334,1.4736152909625375,-0.9824982292482147
12530,60,4,843.4200000000001,466,41,210.85500000000002,0.8508980550107291,0.20657435300743485
12531,15,1,95.27,44,16,95.27,-1.751590655663592,-0.6876094830468367
12532,30,1,252.33,137,13,252.33,-0.8009508239492569,0.48654148070421
12534,131,1,828.73,630,55,828.73,0.9280734175274378,2.3548091825182373
12535,92,2,488.75,185,22,244.375,-0.2606823221389169,0.7293294795417355
12536,59,1,3511.05,2455,227,3511.05,3.299154164048044,3.5000859320040596
12538,29,1,258.75,179,16,258.75,-0.5998086084783582,0.5300770470009801
12539,22,4,4017.4,1920,133,1004.35,3.277078887229586,1.3540686857596267
12540,20,17,6031.14,4646,229,354.7729411764706,4.305432379512539,-0.33941802754346506
12541,30,3,721.38,629,42,240.46,0.9819143641719903,0.20582596046328297
12544,36,1,284.9,130,17,284.9,-0.6621940910855896,0.6860056972871202
12545,75,2,698.8,468,34,349.4,0.5697446428508369,1.0544949457695625
12546,47,2,969.58,528,55,484.79,1.1612439395623038,1.1980952174995931
12547,198,2,151.8,132,6,75.9,-1.946241473163656,-0.09509483608478415
12548,166,1,67.19999999999999,48,4,67.19999999999999,-2.997529986739362,-0.11377401553824978
12550,79,1,748.88,555,52,748.88,0.8896721467288424,2.0435415801967753
12551,358,1,168.0,100,10,168.0,-1.8681719705828483,1.1174922602816102
12552,40,1,165.47,70,9,165.47,-1.57073305916117,0.1634279510039587
12553,8,10,2729.7000000000003,1563,87,272.97,3.0158989793194197,-0.7504884808222603
12556,50,2,517.81,349,93,258.905,0.7094400920610175,0.7005296422159414
12558,8,1,145.16,136,9,145.16,-1.1030392287731297,-0.5421509597112737
12559,320,1,210.96,178,14,210.96,-1.3323899750460957,1.3340862483045917
12560,5,2,1482.36,943,79,741.18,2.3057465641405934,0.7669198084684111
12561,303,1,207.05,173,14,207.05,-1.3455005618572433,1.2932359410403214
12562,8,7,2473.2200000000003,1395,88,353.31714285714287,2.8623900099498365,-0.31911842247752836
12564,261,1,336.15000000000003,125,17,336.15000000000003,-0.9745790462819832,1.6470214213869867
12565,289,1,145.92000000000002,80,9,145.92000000000002,-2.0505644281802895,0.8829078844543439
12566,86,1,222.13,208,14,222.13,-0.949401548605938,0.8419478509911751
12567,23,10,6536.83,3770,283,653.683,4.2802485403834725,0.5856283647164798
12569,2,28,2345.09,1493,80,83.7532142857143,3.2294341256483636,-2.898104327501292
12571,40,2,489.37,451,29,244.685,0.3483479654681145,0.47011204434582926
12572,9,2,650.87,391,45,325.435,1.0022756071115417,0.1569646307182646
12573,227,1,150.59,83,25,150.59,-1.5774450525659658,0.9010181630805211
12574,316,1,162.55,57,9,162.55,-2.106314614315948,0.9917090657625952
12576,36,5,1225.31,915,67,245.06199999999998,1.7074453352240584,0.09531165958386449
12577,35,3,570.65,463,133,190.21666666666667,1.107950551404696,0.15161551082623734
12578,21,2,1904.8600000000001,1063,97,952.4300000000001,2.34421545561532,1.556019805048765
12579,78,1,329.12,276,24,329.12,-0.311236465748228,1.208544832180187
12580,247,1,379.7,236,23,379.7,-0.5218848974715791,1.7978767949114234
12581,40,1,169.76,159,13,169.76,-1.1210613528100395,0.27007069942274026
12582,239,2,313.92,200,18,156.96,-0.866153038742513,0.7303389610533709
12583,3,15,2556.08,2052,90,170.40533333333332,3.305435937458328,-1.7302599950842419
12584,4,8,794.6,224,23,99.325,0.9214002313636226,-1.984543227688341
12585,234,2,1173.35,950,68,586.675,1.2605212009818072,2.0870664605059837
12586,17,1,186.54000000000002,78,10,186.54000000000002,-1.2190344475303128,-0.06185746355847051
12587,8,1,20.8,10,1,20.8,-4.170084275751142,-2.5131746465013673
12588,39,1,79.65,43,5,79.65,-2.517616420711541,-0.556573437110287
12589,29,2,417.28,288,22,208.64,0.022302719589404888,0.14710827725694647
12591,317,1,323.1,220,22,323.1,-0.7462965785005466,1.753417896266799
12592,92,2,350.6,228,9,175.3,-0.7808192751676991,0.3773240938505386
12593,109,3,342.6,194,12,114.2,-0.7874633947364302,-0.09617592790418182
12594,47,7,1865.22,1020,41,266.46,1.8583838271690927,0.0468038764830904
12596,51,2,288.27,234,17,144.135,-0.5631613341548151,0.0210428684167051
12597,19,4,2499.07,1701,148,624.7675,2.9304126398224724,0.8848879552093949
12598,10,7,1739.01,1183,67,248.43,2.3724199669560058,-0.5764979986348663
12599,29,7,719.38,804,30,102.76857142857143,1.0014293960038732,-1.0183347723672058
12600,29,9,603.9200000000001,398,27,67.10222222222222,0.5958228522368915,-1.5902995175485994
12601,190,5,371.51,203,19,74.30199999999999,-0.6280549293234561,-0.46045670997287874
12602,59,1,129.22,160,11,129.22,-1.4786818865562013,0.17972748270389713
12604,79,2,236.18,200,14,118.09,-0.9442397034184388,0.0020989273269226135
12607,60,1,1450.66,1177,95,1450.66,1.982686296350961,2.6093349192198843
12609,78,3,846.11,533,49,282.0366666666667,0.9033437193120755,0.7393215891355532
12610,23,4,1400.44,968,70,350.11,1.931134965792822,0.3522498240966984
12611,52,1,884.92,608,58,884.92,1.18794899522806,2.0320974023602854
12612,74,1,220.8,128,9,220.8,-1.258997740027535,0.705168489923192
12613,57,4,2554.2000000000003,1360,114,638.5500000000001,2.5295850155211874,1.3111070252835704
12614,278,1,218.15,65,14,218.15,-1.6372977561611817,1.2392085301603701
12615,2,4,1389.83,913,71,347.4575,2.365157582757205,-0.5280407695034752
12616,95,2,386.8,250,20,193.4,-0.38000587311558603,0.5510073595454648
12617,29,1,335.63,211,37,335.63,-0.013069847616543069,0.8415473407460059
12618,22,1,121.41,93,9,121.41,-1.585830182281435,-0.32798514121419553
12619,16,8,681.02,708,32,85.1275,1.0757546423463074,-1.500025098749049
12620,15,3,1100.14,838,78,366.71333333333337,1.807864656760438,0.3703749622894773
12621,2,18,6051.06,4151,226,336.17,4.696258996656378,-1.2465368805271138
12622,232,1,123.85,65,8,123.85,-2.248071726850671,0.6263472425852978
12623,276,1,230.1,169,16,230.1,-1.2002130085838647,1.3558856061003557
12624,106,2,492.78000000000003,342,30,246.39000000000001,0.05662517056128949,0.8630533136899042
12625,212,2,1037.32,1103,57,518.66,1.169190104113142,1.9323533393687522
12626,23,9,3931.71,2627,205,436.8566666666667,3.606201939885165,0.24602947342664377
12627,11,6,3314.0,2079,148,552.3333333333334,3.36753797542104,0.3529483678658442
12628,4,3,665.46,403,32,221.82000000000002,1.0507912622144564,-0.6822483395262566
12630,10,2,905.08,530,53,452.54,1.4164306208141455,0.5179169819114855
12631,57,1,396.0,222,25,396.0,-0.160350067925065,1.2291371838934533
12633,59,4,1338.3400000000001,787,63,334.58500000000004,1.5779114995912427,0.6735634668455044
12635,90,2,1357.69,1001,86,678.845,1.6956167970718745,1.841465831741874
12637,67,8,4334.78,2555,182,541.8475,3.38491650907683,0.927325058381114
12638,33,1,498.25,541,37,498.25,0.6124219502890151,1.2982797451683974
12639,239,1,325.3,194,18,325.3,-0.8011596502779279,1.6153829365173038
12640,25,2,549.77,239,34,274.885,0.3720666339774765,0.3532599530992481
12641,115,1,128.9,69,8,128.9,-2.0424771479014967,0.37250233056075005
12642,25,3,558.25,385,34,186.08333333333334,0.5578201067329848,-0.14119501335779833
12643,221,1,12.08,26,2,12.08,-4.789076105812759,-1.5182812187830048
12644,130,1,417.12,284,27,417.12,-0.17912596574189016,1.638531040908358
12645,34,4,1044.78,744,51,261.195,1.3967697492508984,0.2098716615750095
12646,5,2,675.44,406,32,337.72,1.0241975620388128,-0.05347077510192717
12647,22,11,1338.61,741,60,121.69181818181818,1.8417960070539938,-1.198338929058233
12648,155,1,255.3,154,19,255.3,-0.960874063257146,1.2145638859129027
12649,107,3,349.55,219,19,116.51666666666667,-0.5514368103995143,-0.03840085847803145
12650,3,1,147.64000000000001,226,18,147.64000000000001,-0.4718815292693744,-0.7742986896336435
12651,335,1,114.0,78,9,114.0,-2.2859872754254167,0.7297797703459062
12652,331,1,685.48,468,43,685.48,0.371615094597651,2.534374619329493
12653,149,2,532.7,418,24,266.35,0.03067848803049916,1.065086548809141
12654,11,5,499.33000000000004,257,28,99.86600000000001,0.44488940124846843,-1.3152312316868693
12656,17,5,1647.45,841,61,329.49,2.031845918844006,0.03608887823407493
12657,11,3,523.4,271,22,174.46666666666667,0.3812952018395173,-0.5830155576605461
12658,19,1,495.8,282,28,495.8,0.380804234282625,1.0039999849557357
12659,30,1,45.6,32,3,45.6,-3.163054710641563,-1.1973894004388
12660,11,1,203.70000000000002,90,11,203.70000000000002,-0.9746758929889031,-0.13816697146126988
12662,1,11,3247.83,1934,122,295.2572727272727,3.7056411238521476,-1.3259405359348766
12664,87,3,108.0,72,6,36.0,-2.247521235986976,-1.300948591920304
12665,325,1,45.0,36,2,45.0,-3.7625099319849307,-0.2423241710058254
12667,58,1,410.23,385,29,410.23,0.12018576587194883,1.3161490548445824
12668,12,4,2223.8,1270,98,555.95,2.6628501845910297,0.5457446869218995
12669,151,2,1319.92,1057,89,659.96,1.5941778271689446,2.038596475174661
12670,10,5,1214.17,699,39,242.834,1.6560564714999542,-0.4879426398103558
12672,330,1,118.05,55,7,118.05,-2.46945524927778,0.7102987453790611
12673,5,2,420.62,279,34,210.31,0.5378115666783874,-0.48309641749812643
12674,39,4,1181.9,752,43,295.475,1.4020123344528792,0.35786085925798994
12676,25,6,749.39,556,30,124.89833333333333,0.9166300948744616,-0.8446368883396332
12678,43,6,439.19,362,27,73.19833333333334,0.1845223688428838,-1.1221701544809068
12679,284,1,639.86,320,38,639.86,0.1647037787040501,2.374546070318373
12680,1,4,736.97,399,29,184.2425,1.3023653403588549,-1.38368844972371
12681,15,21,7774.2,5213,232,370.2,4.642710754766171,-0.5433810438146741
12682,4,30,7179.77,4067,189,239.32566666666668,4.715909236497915,-1.6766477558344077
12683,4,14,4632.81,3645,163,330.915,4.161557736384174,-0.9253575051801342
12684,8,6,1332.39,1283,57,222.06500000000003,2.1572073205458504,-0.6780265681095969
12685,28,6,2237.25,1362,110,372.875,2.5920635722739096,0.3262824090801465
12686,372,1,71.14,106,6,71.14,-2.7110236437193023,0.3542084208630474
12688,114,1,1974.8,1544,114,1974.8,2.258696860001475,3.1778310040668507
12689,26,2,937.65,562,53,468.825,1.2688760999703192,0.9286335862454554
12690,206,1,265.11,97,13,265.11,-1.3022142890627277,1.3024913959125173
12691,58,4,402.8,192,19,100.7,-0.342361069950099,-0.5733607231396398
12693,127,4,476.51,219,28,119.1275,-0.1834591016707942,-0.0606174650403739
12694,70,2,400.82,382,25,200.41,-0.04697271150805012,0.5030116600721396
12695,7,4,232.16,138,15,58.04,-0.5459008569434166,-1.9263871029619213
12697,29,3,602.46,384,34,200.82000000000002,0.5856996567313822,-0.015408542148620516
12700,8,4,3561.64,2419,173,890.41,3.5756716650255207,0.8957800770205554
12701,80,2,652.45,632,44,326.225,0.7109286682931899,1.0646960134292138
12702,20,1,201.0,52,11,201.0,-1.303985236098863,0.04942500642498751
12703,71,1,265.55,163,20,265.55,-0.7203741030060666,0.933007174559457
12704,7,7,1013.82,573,49,144.83142857142857,1.6301837078861596,-1.2531965278294235
12705,15,8,4408.34,3159,193,551.0425,3.8156240644706343,0.35506636738068853
12707,292,1,375.82,232,28,375.82,-0.496975414002163,1.8753885859843162
12708,30,10,2064.86,1245,73,206.48600000000002,2.3724250860154554,-0.5053513914445135
12709,15,13,2240.45,1659,66,172.34230769230768,2.678893065566466,-1.0920366560734545
12710,97,3,909.8199999999999,798,69,303.2733333333333,1.1944059269290197,0.9503430040717968
12712,29,12,1513.23,589,41,126.1025,1.6587318102022641,-1.1600525506707096
12713,1,1,628.5,478,34,628.5,1.339157818448986,0.29729804490599077
12714,9,5,3494.55,2717,195,698.9100000000001,3.6416003999161783,0.6270248217830933
12715,106,1,273.86,195,19,273.86,-0.7376986263192344,1.132778967984847
12716,4,2,912.91,627,55,456.455,1.671450652826832,0.20942917948619807
12717,151,2,774.03,499,46,387.015,0.6399241466612424,1.4653620219925405
12718,71,1,182.35,199,17,182.35,-1.0065206887576037,0.6059413935080546
12719,5,2,498.55,363,30,249.275,0.718681503393376,-0.32999598118380424
12720,3,25,4297.2300000000005,3663,194,171.88920000000002,4.304079814583326,-1.9421050176981143
12721,32,6,2061.39,1730,118,343.565,2.6135800996388574,0.3314661997978408
12722,115,2,666.7,506,43,333.35,0.5597728550355145,1.2173106230069761
12723,4,4,519.13,365,48,129.7825,0.9892271673425878,-1.2628564047777424
12724,5,4,834.01,419,44,208.5025,1.339316386277286,-0.7752188583092003
12725,371,1,371.8,162,23,371.8,-0.7631782632814034,1.9250515098161882
12726,28,7,1411.5,1380,46,201.64285714285714,1.9031290536062364,-0.37566656730451026
12727,11,7,1717.7,1336,88,245.3857142857143,2.495422604515254,-0.5176524544664937
12728,71,4,525.73,329,29,131.4325,0.18081363659614455,-0.18710909901659725
12729,114,1,360.71000000000004,225,22,360.71000000000004,-0.42831604072326296,1.42430488192649
12731,24,10,2418.33,1539,52,241.833,2.4877367301027036,-0.47587559513324745
12732,180,1,178.26000000000002,78,10,178.26000000000002,-1.7605663621147842,0.8658330864358602
12733,234,1,276.85,95,20,276.85,-1.1410103667808242,1.4297498577761933
12734,353,1,16.8,40,2,16.8,-4.495597425687074,-1.0273681434336506
12735,315,2,375.07,331,27,187.535,-0.4487340517775756,1.0686196140867252
12738,372,1,110.39999999999999,144,8,110.39999999999999,-2.155868794497547,0.7756841612698475
12739,99,1,456.59999999999997,371,30,456.59999999999997,0.08894458568998606,1.6308331100917113
12740,64,1,344.8,296,24,344.8,-0.20642813883560307,1.1717614674422094
12743,134,2,425.23,307,104,212.615,0.33847042344074374,0.9396221462128478
12744,56,4,1843.94,1252,92,460.985,2.1605426850152676,0.9955114646532283
12747,2,11,1328.29,579,30,120.75363636363636,1.9217145918186,-2.137703092568974
12748,1,193,19543.81,14848,1596,101.26326424870467,7.333639836523223,-3.7662142102173704
12749,4,5,2571.41,1181,118,514.2819999999999,3.0487956208184017,-0.030909144171430883
12750,129,1,144.29999999999998,115,9,144.29999999999998,-1.7532118305575228,0.5605709964271681
12752,81,1,164.6,188,9,164.6,-1.37147307471874,0.5132023192508359
12753,136,4,106.08,72,5,26.52,-2.405057219738475,-1.5353696449941603
12754,277,2,61.62,49,49,30.81,-2.2906147758647717,-0.6040920445092479
12755,281,1,7.6,2,2,7.6,-5.971092900474656,-1.9264749845398461
12756,87,1,50.879999999999995,72,3,50.879999999999995,-3.018510932635983,-0.6150191437423959
12757,16,7,2900.15,1813,222,414.3071428571429,3.3116868707410054,0.18850120408736556
12758,117,2,1032.03,855,53,516.015,1.1736301938749067,1.6571849886669472
12759,52,3,1279.09,850,74,426.3633333333333,1.648993725932552,0.9990705641467035
12762,8,2,901.07,633,53,450.535,1.521224540566224,0.44156826934061216
12763,369,1,260.08,180,15,260.08,-1.1685086567697358,1.581747836867347
12764,317,1,500.33000000000004,227,25,500.33000000000004,-0.34028187383005154,2.1465309148476726
12766,4,7,4820.8,2986,182,688.6857142857143,4.083910664175962,0.13137566484794677
12769,239,1,317.34000000000003,158,16,317.34000000000003,-0.9393080521393384,1.5701686412209515
12772,60,1,615.3199999999999,538,45,615.3199999999999,0.7257099924436637,1.7439793643776105
12775,17,5,855.14,680,37,171.028,1.240711075253983,-0.591882309485529
12778,20,6,492.49,535,31,82.08166666666666,0.6315344379289152,-1.2956269539558034
12779,38,8,1974.43,1153,63,246.80375,2.1755956834303416,-0.1382737167650706
12781,64,2,239.64,228,11,119.82,-0.929272810957442,-0.08466738641166714
12782,5,5,1526.17,901,71,305.23400000000004,2.2969273500559346,-0.47205875343312736
12783,2,4,1011.3000000000001,532,60,252.82500000000002,1.8517145717186627,-0.8545717799795979
12784,15,1,497.07,296,51,497.07,0.682956788749865,0.9704489490621601
12785,364,1,197.0,108,11,197.0,-1.6838353154642298,1.2753670471690208
12787,10,3,274.66,184,14,91.55333333333334,-0.4187316394988427,-1.241498852813958
12790,192,1,199.42000000000002,154,16,199.42000000000002,-1.2674183427040937,1.074518213135958
12792,257,1,329.59000000000003,214,23,329.59000000000003,-0.6777258388301136,1.6852525376537952
12793,335,2,395.48,252,20,197.74,-0.634113643850707,1.0955888855996356
